2.813730	-38.101494	1.153517	-0.675570
2.816435	-38.104738	1.155547	-0.677364
2.816435	-38.104738	1.155547	-0.677364
2.816435	-38.104738	1.155547	-0.677364
2.794266	-38.077968	1.138909	-0.662657
2.763337	-37.387689	1.134936	-0.617252
2.710112	-33.748085	1.192766	-0.444922
2.654078	-26.749668	1.309382	-0.133922
2.584829	-19.809868	1.371205	0.184662
2.506897	-13.724322	1.374661	0.465898
2.428871	-11.313421	1.321014	0.584174
2.357549	-12.372994	1.242131	0.555496
2.284030	-17.495794	1.117708	0.373999
2.210058	-24.640867	0.948148	0.139222
2.144880	-32.116848	0.755979	-0.079660
2.097256	-38.222851	0.586965	-0.236957
2.044739	-41.457649	0.471760	-0.293092
1.998649	-42.460274	0.413834	-0.288585
1.951249	-41.212969	0.407198	-0.224939
1.902992	-39.012941	0.417972	-0.137266
1.846652	-36.488077	0.424012	-0.037462
1.783444	-34.273053	0.413112	0.056336
1.718467	-33.304031	0.375581	0.117082
1.660026	-33.583651	0.322272	0.142411
1.591745	-34.887554	0.245010	0.150234
1.533019	-37.120769	0.161716	0.135488
1.472624	-39.934107	0.068523	0.115374
1.424641	-43.250685	-0.023005	0.084508
1.383679	-46.130934	-0.101753	0.063131
1.368978	-49.023166	-0.162947	0.027116
1.363246	-50.567104	-0.194762	0.007731
1.370503	-50.933268	-0.196935	-0.003416
1.383307	-50.700287	-0.184506	-0.009803
1.397545	-50.157119	-0.165275	-0.012381
1.410064	-49.601391	-0.146796	-0.013180
1.417766	-48.856929	-0.127853	-0.007015
1.437920	-48.186380	-0.101985	-0.011047
1.447231	-47.450620	-0.082006	-0.005508
1.463612	-46.911756	-0.060832	-0.008219
1.476642	-46.194976	-0.038519	-0.005032
1.493067	-45.809590	-0.019925	-0.009910
1.499503	-45.370813	-0.007236	-0.006489
1.504950	-45.084104	0.001937	-0.005061
1.512061	-44.962742	0.009223	-0.007833
1.510765	-44.956242	0.008428	-0.006796
1.510497	-44.954892	0.008263	-0.006581
1.507173	-44.938156	0.006222	-0.003921
1.499554	-45.056625	-0.001364	-0.000732
1.502788	-45.230347	-0.002309	-0.006235
1.500079	-45.216501	-0.003960	-0.004056
1.498232	-45.207037	-0.005085	-0.002571
1.499541	-45.213750	-0.004287	-0.003624
1.496532	-45.198300	-0.006121	-0.001204
1.496653	-45.198923	-0.006048	-0.001301
1.497795	-45.204793	-0.005351	-0.002220
1.500427	-45.061085	-0.000830	-0.001433
1.495678	-44.879697	-0.000838	0.005279
1.497011	-44.886523	-0.000019	0.004212
1.497494	-44.888991	0.000277	0.003826
1.499108	-45.054345	-0.001637	-0.000374
1.496038	-45.195759	-0.006422	-0.000806
1.495291	-45.191911	-0.006878	-0.000205
1.494092	-45.185731	-0.007608	0.000758
1.495435	-45.192652	-0.006790	-0.000321
1.496208	-45.196634	-0.006319	-0.000943
1.498494	-45.208378	-0.004926	-0.002781
1.499628	-45.214191	-0.004235	-0.003693
1.499007	-45.211009	-0.004613	-0.003194
1.501081	-45.221627	-0.003349	-0.004862
1.500927	-45.220840	-0.003443	-0.004738
1.504654	-45.712022	-0.010013	-0.016430
1.505094	-45.556808	-0.006791	-0.013894
1.507770	-45.570456	-0.005173	-0.016056
1.506808	-45.408140	-0.002803	-0.012377
1.506164	-44.618878	0.011419	0.002749
1.507064	-44.309476	0.017761	0.007925
1.512088	-44.648550	0.015086	-0.001969
1.504887	-44.612452	0.010629	0.003766
1.501668	-44.282406	0.014395	0.012202
1.500353	-44.903581	0.002034	0.001537
1.496880	-45.042938	-0.002999	0.001413
1.495240	-45.191649	-0.006908	-0.000165
1.495671	-45.193872	-0.006646	-0.000512
1.491368	-44.543719	0.002261	0.014535
1.495494	-44.407972	0.007684	0.014169
1.495838	-45.037590	-0.003637	0.002249
1.494534	-44.559927	0.004220	0.012013
1.492928	-44.708612	0.000355	0.010383
1.495548	-44.722030	0.001970	0.008291
1.495474	-45.507346	-0.012605	-0.006122
1.493353	-45.024805	-0.005157	0.004243
1.497834	-45.834373	-0.017067	-0.013779
1.497026	-45.830185	-0.017551	-0.013124
1.500863	-45.850041	-0.015251	-0.016238
1.501064	-45.693583	-0.012174	-0.013523
1.504998	-45.398923	-0.003901	-0.010918
1.506413	-44.620132	0.011574	0.002551
1.511990	-44.962386	0.009180	-0.007776
1.513067	-44.653436	0.015692	-0.002749
1.506626	-44.935395	0.005886	-0.003483
1.507634	-44.783337	0.009422	-0.001359
1.504710	-44.297687	0.016292	0.009791
1.504618	-44.768130	0.007562	0.001049
1.502658	-44.758218	0.006354	0.002614
1.502551	-44.914761	0.003384	-0.000222
1.499991	-45.058858	-0.001097	-0.001083
1.497331	-45.045246	-0.002724	0.001052
1.496098	-45.038925	-0.003478	0.002040
1.499577	-45.056744	-0.001350	-0.000751
1.499702	-44.900264	0.001634	0.002058
1.503680	-44.920486	0.004077	-0.001125
1.501283	-44.908314	0.002605	0.000793
1.502664	-44.915331	0.003453	-0.000312
1.502895	-44.916504	0.003594	-0.000497
1.501199	-44.907886	0.002553	0.000860
