1.000000	-0.000066	-1.553810	-0.000297
1.000000	0.000036	-1.617938	0.000347
1.000000	0.308599	-1.617938	-0.133380
1.000000	0.678950	-1.617938	0.057217
1.000000	0.798401	-1.584111	-0.390794
1.000000	0.930480	-1.479680	-1.196016
1.000000	0.999905	-1.083320	-1.585810
1.000000	0.999663	-0.368022	-1.481099
1.000000	0.999360	0.364722	-1.077722
1.000000	0.998570	1.066963	-0.360274
1.000000	0.998630	1.403601	0.372976
1.000000	0.990846	1.337642	1.121821
1.000000	1.000928	0.920198	1.409520
1.000000	1.000441	0.380212	1.337844
1.000000	0.999914	-0.123218	0.919963
1.000000	0.999328	-0.508900	0.379420
1.000000	1.000034	-0.709098	-0.122358
1.000000	0.999294	-0.723746	-0.510253
1.000000	0.999798	-0.577360	-0.707290
1.000000	1.000812	-0.375711	-0.718563
1.000000	0.999644	-0.146162	-0.563628
1.000000	0.999173	0.069573	-0.377396
1.000000	0.999651	0.226189	-0.141399
1.000000	0.998332	0.319570	0.080161
1.000000	1.000012	0.380286	0.226185
0.791807	1.000426	0.371622	0.320297
0.511169	1.000563	0.325359	0.378329
0.235704	0.791607	0.254368	0.372757
0.000000	0.512668	0.205200	0.329510
0.000000	0.235838	0.122367	0.256965
0.000000	-0.000118	0.077782	0.205310
0.000000	-0.000242	0.052144	0.121466
0.000000	-0.000090	0.036429	0.078082
0.000000	0.000103	0.027558	0.051444
0.000000	-0.000018	0.022006	0.036020
0.000000	0.000095	0.032231	0.026197
0.000000	-0.000098	0.020855	0.021135
0.044066	-0.000615	0.030280	0.035751
0.107174	-0.000030	0.022391	0.020604
0.173332	0.043974	0.027257	0.029786
0.229159	0.107062	0.014527	0.021769
0.267099	0.173440	0.019423	0.025165
0.294609	0.228537	0.020760	0.011043
0.316691	0.267041	0.012867	0.019124
0.314380	0.294498	0.012901	0.021448
0.313989	0.316762	0.011357	0.012915
0.307972	0.314427	0.015501	0.012862
0.285225	0.313939	0.021660	0.012094
0.282250	0.307963	0.008782	0.015145
0.277186	0.285231	0.011924	0.021511
0.273781	0.282251	0.014122	0.008857
0.276082	0.277155	0.010929	0.012107
0.270506	0.273717	0.015409	0.013462
0.270864	0.276064	0.014824	0.011014
0.272766	0.270510	0.012321	0.015165
0.286328	0.270839	0.013465	0.014567
0.286257	0.272745	0.028472	0.012016
0.288672	0.286296	0.027601	0.013833
0.289775	0.286125	0.027976	0.029203
0.283792	0.288632	0.019465	0.026869
0.269540	0.289809	0.018358	0.027989
0.268025	0.283810	0.019498	0.019370
0.265744	0.269457	0.021654	0.018523
0.268400	0.268042	0.019398	0.019704
0.269516	0.265754	0.017871	0.021468
0.273755	0.268259	0.013360	0.019012
0.275611	0.269458	0.010428	0.017530
0.273817	0.273733	0.010469	0.012993
0.278181	0.275637	0.005675	0.010459
0.277949	0.273758	0.004501	0.010162
0.258210	0.278067	-0.023812	0.005810
0.267601	0.277880	-0.022908	0.004565
0.272546	0.258258	-0.032050	-0.023856
0.279626	0.267594	-0.028404	-0.022496
0.322318	0.272533	0.002673	-0.032277
0.341631	0.279659	0.015402	-0.027815
0.333626	0.322275	-0.004976	0.002704
0.320454	0.341681	0.007623	0.015254
0.331887	0.333864	0.028156	-0.004145
0.294904	0.320426	0.007287	0.007476
0.279643	0.331565	0.007463	0.028031
0.267898	0.294834	0.004258	0.007616
0.268520	0.279580	0.003411	0.008069
0.295419	0.267993	0.037865	0.003764
0.311709	0.268513	0.041384	0.003178
0.277658	0.295057	0.018218	0.039482
0.301335	0.311732	0.041351	0.041317
0.289735	0.277579	0.041204	0.018506
0.294536	0.301333	0.039509	0.041744
0.250775	0.289642	0.008846	0.040362
0.273220	0.294505	0.030848	0.039709
0.237088	0.250786	-0.009330	0.008029
0.235576	0.273274	-0.011956	0.031230
0.242317	0.237100	-0.023056	-0.009656
0.251382	0.235614	-0.021682	-0.011705
