1.000000	-1.553810
1.000000	-1.617938
1.000000	-1.617938
1.000000	-1.617938
1.000000	-1.584111
1.000000	-1.479680
1.000000	-1.083320
1.000000	-0.368022
1.000000	0.364722
1.000000	1.066963
1.000000	1.403601
1.000000	1.337642
1.000000	0.920198
1.000000	0.380212
1.000000	-0.123218
1.000000	-0.508900
1.000000	-0.709098
1.000000	-0.723746
1.000000	-0.577360
1.000000	-0.375711
1.000000	-0.146162
1.000000	0.069573
1.000000	0.226189
1.000000	0.319570
1.000000	0.380286
0.791807	0.371622
0.511169	0.325359
0.235704	0.254368
0.000000	0.205200
0.000000	0.122367
0.000000	0.077782
0.000000	0.052144
0.000000	0.036429
0.000000	0.027558
0.000000	0.022006
0.000000	0.032231
0.000000	0.020855
0.044066	0.030280
0.107174	0.022391
0.173332	0.027257
0.229159	0.014527
0.267099	0.019423
0.294609	0.020760
0.316691	0.012867
0.314380	0.012901
0.313989	0.011357
0.307972	0.015501
0.285225	0.021660
0.282250	0.008782
0.277186	0.011924
0.273781	0.014122
0.276082	0.010929
0.270506	0.015409
0.270864	0.014824
0.272766	0.012321
0.286328	0.013465
0.286257	0.028472
0.288672	0.027601
0.289775	0.027976
0.283792	0.019465
0.269540	0.018358
0.268025	0.019498
0.265744	0.021654
0.268400	0.019398
0.269516	0.017871
0.273755	0.013360
0.275611	0.010428
0.273817	0.010469
0.278181	0.005675
0.277949	0.004501
0.258210	-0.023812
0.267601	-0.022908
0.272546	-0.032050
0.279626	-0.028404
0.322318	0.002673
0.341631	0.015402
0.333626	-0.004976
0.320454	0.007623
0.331887	0.028156
0.294904	0.007287
0.279643	0.007463
0.267898	0.004258
0.268520	0.003411
0.295419	0.037865
0.311709	0.041384
0.277658	0.018218
0.301335	0.041351
0.289735	0.041204
0.294536	0.039509
0.250775	0.008846
0.273220	0.030848
0.237088	-0.009330
0.235576	-0.011956
0.242317	-0.023056
0.251382	-0.021682
0.276139	-0.019747
0.322730	0.007954
0.315625	-0.015031
0.335846	-0.005802
0.306002	-0.008316
0.316619	-0.004475
0.337568	0.020764
0.311287	0.003594
0.307663	0.007507
0.298854	0.001768
0.285208	-0.000277
0.280535	0.004307
0.278174	0.006896
0.284666	0.001089
0.293471	0.007324
0.300880	0.000619
0.296350	0.004694
0.299050	0.002390
0.299571	0.001871
0.296416	0.004844
0.293495	0.007901
0.291579	0.010726
0.295383	0.007722
0.296720	0.006766
0.292492	0.011260
0.295869	0.008656
0.296024	0.008954
0.293531	0.011885
0.283434	0.007053
0.284371	0.006241
0.291680	-0.001387
0.285151	0.004007
0.287724	0.001288
0.287088	0.001244
0.300652	0.002692
0.301108	0.001927
0.301635	0.001070
0.302069	0.000336
0.299154	0.002891
0.303113	-0.001053
0.299559	0.001972
0.300332	0.001070
0.302834	-0.001593
0.303102	-0.002188
0.302785	-0.002516
0.301427	-0.001577
0.299011	0.000437
0.299591	-0.000026
0.301433	-0.001832
0.298637	0.000686
0.299680	-0.000308
0.297992	0.001382
0.296863	0.002735
0.300242	-0.000361
0.298384	0.001426
0.302232	-0.002223
0.298741	0.000829
0.297852	0.001739
0.301601	-0.001608
0.296118	0.003591
0.295646	0.004543
0.296256	0.004506
0.296220	0.004972
0.298034	0.003549
0.297218	0.004621
0.299910	0.002322
0.297879	0.004295
0.298122	0.004375
0.299519	0.003277
0.294535	0.008254
0.284387	0.003577
0.287074	0.000963
0.285018	0.002678
0.291116	-0.003611
0.302832	-0.000677
0.304829	-0.003082
0.307536	-0.006393
0.307168	-0.007122
0.305163	-0.005904
0.304557	-0.006070
0.301795	-0.003719
0.304382	-0.006420
0.305313	-0.007989
0.300082	-0.003495
0.298916	-0.002191
0.303056	-0.006144
0.313755	-0.001771
0.304518	0.007802
0.303412	0.010360
0.304365	0.011167
0.297634	0.004016
0.297772	0.004197
0.295327	0.006992
0.293802	0.009230
0.294410	0.009519
0.294183	0.010581
0.285858	0.003920
0.284927	0.005068
0.286297	0.003508
0.285174	0.004753
0.291113	-0.001481
0.286780	0.002145
0.299898	0.004298
0.305210	-0.000975
0.307582	-0.003798
0.309956	-0.007085
0.308454	-0.006653
0.306848	-0.006253
0.305673	-0.005623
0.310338	-0.010916
0.311530	-0.013313
0.312962	-0.016009
0.312871	-0.017363
0.316763	-0.022807
0.319487	-0.027302
0.326957	-0.037046
0.322616	-0.035966
0.325058	-0.041145
0.338971	-0.042239
0.342070	-0.047971
0.347428	-0.056326
0.347204	-0.059841
0.348326	-0.064542
0.363606	-0.067729
0.364175	-0.071953
0.379312	-0.075025
0.389572	-0.088429
0.390566	-0.094224
0.392291	-0.085056
0.384639	-0.077264
0.408704	-0.084912
0.409097	-0.084955
0.407632	-0.083304
0.402824	-0.078176
0.402084	-0.077100
0.401489	-0.076241
0.386997	-0.077312
0.381493	-0.087103
0.371617	-0.077100
0.371783	-0.077007
0.382685	-0.087549
0.388414	-0.092934
0.390192	-0.094260
0.394062	-0.097697
0.393484	-0.081212
0.409187	-0.080679
0.421379	-0.092276
0.418557	-0.088964
0.393282	-0.095219
0.395319	-0.096873
0.400859	-0.102007
0.399488	-0.100358
0.399554	-0.100163
0.401966	-0.102404
0.406942	-0.106686
0.409394	-0.108709
0.412605	-0.111648
0.411516	-0.110008
0.420529	-0.102838
0.425973	-0.092312
0.429779	-0.095542
0.427474	-0.093200
0.416198	-0.113427
0.414853	-0.112161
0.408256	-0.105718
0.411318	-0.108648
0.418522	-0.115725
0.417564	-0.114915
0.421283	-0.118443
0.419687	-0.116957
0.417697	-0.115071
0.421518	-0.118547
0.420950	-0.118227
0.416691	-0.113973
0.416148	-0.113426
0.414791	-0.112073
0.415847	-0.113055
0.425860	-0.122879
0.422846	-0.120017
0.428320	-0.125262
0.429428	-0.126483
0.431208	-0.112379
0.430125	-0.111379
0.443513	-0.108664
0.431198	-0.112414
0.423602	-0.120934
0.418139	-0.115333
0.419912	-0.117171
0.418776	-0.116022
0.420835	-0.118019
0.429030	-0.126089
0.427442	-0.124507
0.428626	-0.125537
0.431446	-0.128494
0.430401	-0.127314
0.431744	-0.128617
0.428250	-0.125188
0.425200	-0.122137
0.430199	-0.111575
0.429847	-0.111109
0.430565	-0.111876
0.429886	-0.126806
0.432482	-0.129386
0.434104	-0.131035
0.431349	-0.128355
0.428556	-0.125581
0.431483	-0.128409
0.432151	-0.129125
