1.000000	-0.504757
1.000000	-0.564724
1.000000	-0.567171
1.000000	-0.567171
1.000000	-0.574612
1.000000	-0.568407
1.000000	-0.438582
1.000000	-0.438582
1.000000	-0.101784
1.000000	0.020098
1.000000	0.172905
1.000000	0.263576
1.000000	0.307282
1.000000	0.326229
1.000000	0.331782
0.576520	0.257534
0.293660	0.212822
0.022704	0.178603
0.020322	0.178603
0.000000	0.097168
0.000000	0.067520
0.000000	0.042453
0.000000	0.020868
0.000000	0.012642
0.000000	-0.004450
0.000000	-0.011246
0.010643	-0.025738
0.009847	-0.033538
0.176175	-0.029887
0.216330	-0.060313
0.214472	-0.069766
0.360631	-0.070642
0.360758	-0.078975
0.440042	-0.053330
0.455480	-0.041754
0.458462	-0.043637
0.434707	-0.010962
0.417046	0.011144
0.415222	0.016310
0.351198	0.022142
0.319012	0.031112
0.319853	0.036850
0.249465	0.036609
0.246282	0.041567
0.251445	0.071046
0.253025	0.079202
0.257355	0.081823
0.259835	0.089257
0.219571	0.043033
0.239160	0.058865
0.220529	0.046693
0.219445	0.047230
0.201010	0.003631
0.212967	-0.014095
0.209743	-0.033228
0.208901	-0.041681
0.265823	-0.045084
0.286169	-0.042308
0.335577	-0.040325
0.345195	-0.038386
0.345781	-0.042759
0.364913	-0.033853
0.375587	-0.029096
0.372256	-0.027630
0.374263	-0.028896
0.353807	-0.012158
0.331684	-0.004116
0.332213	-0.003096
0.313565	0.001041
0.313273	0.003201
0.291539	0.013665
0.289485	0.018474
0.295297	0.017257
0.294215	0.020242
0.284266	0.019874
0.283863	0.022781
0.267216	0.022103
0.268395	0.024187
0.280801	0.015866
0.284404	0.013534
0.272172	0.008364
0.272650	0.005998
0.275560	0.005756
0.280045	0.000683
0.291145	0.000709
0.287389	0.005115
0.298240	0.009314
0.306265	0.002400
0.301254	0.003762
0.304080	0.000230
0.306706	-0.000577
0.294053	-0.003485
0.295029	-0.003807
0.293666	-0.004790
0.296843	-0.008795
0.291169	-0.006362
0.300080	-0.000489
0.310263	-0.006646
0.306859	-0.006910
0.310773	-0.009192
0.309175	-0.010126
0.302472	-0.006995
0.302778	-0.008520
0.305652	-0.010084
0.314275	-0.004989
0.309023	-0.000344
0.310044	0.000324
0.300922	0.010721
0.306631	0.008905
0.311283	0.004268
0.300142	0.002268
0.299354	0.004572
0.296634	0.007490
0.295014	0.006977
0.292862	0.011696
0.293903	0.011742
0.291318	0.012808
0.286592	0.006127
0.294912	0.000082
0.279915	-0.004195
0.291779	-0.004220
0.292334	-0.006597
0.287201	-0.000463
